,ID,FolderName,PlantNumber,Side,Start,End,RootVolume,Genotype,Stage,WasSegmented,ImageSegments,Width
375,ID_860702_Avb9v1,Yznlv6wrsh,5,L,30,39,1.4,DIXON,Early,False,merged_images\train\ID_860702_Avb9v1.png,901
376,ID_223242_Vd2n5f,Tbhppxjkvr,1,R,16,24,2.3,IBA980581,Early,False,merged_images\train\ID_223242_Vd2n5f.png,988
377,ID_497108_Imsrou,Xdi1ipcemf,6,L,21,28,4.3,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_497108_Imsrou.png,37
378,ID_874698_Sofloa,L6qdyaff5q,4,L,26,31,0.9,TMEB693,Early,False,merged_images\train\ID_874698_Sofloa.png,1186
379,ID_925389_Gdjxgh,Laspkqmflo,4,L,33,40,0.02,IKN130010,Early,False,merged_images\train\ID_925389_Gdjxgh.png,878
380,ID_809706_Hgrlkk,Nrse2plksd,5,L,19,30,2.9,TMEB693,Early,False,merged_images\train\ID_809706_Hgrlkk.png,40
381,ID_592215_Hfzzen,Ntqusw7xpb,4,L,19,31,2.2,TMEB419,Early,False,merged_images\train\ID_592215_Hfzzen.png,1027
382,ID_995502_L5bkz9,Izbgyxre0g,4,R,22,33,1.3,IBA154810,Early,False,merged_images\train\ID_995502_L5bkz9.png,85
383,ID_490708_Isn2o5,Efaiye0hmy,1,R,20,30,4.8,IBA980581,Early,False,merged_images\train\ID_490708_Isn2o5.png,62
384,ID_899134_Gyrlfg,Rzyf8hal4j,1,R,38,47,1.3,IBA154810,Early,False,merged_images\train\ID_899134_Gyrlfg.png,955
385,ID_747792_Ofa0wh,Izbgyxre0g,6,R,22,33,3.7,IBA154810,Early,False,merged_images\train\ID_747792_Ofa0wh.png,85
